time,LWup,Qh,Qle,Qtau,case
2004-06-30 22:30:00,433.75232,83.037,9.76,0.42683166,obs
2004-06-30 23:00:00,431.204,72.55,19.123,0.34172535,obs
2004-06-30 23:30:00,430.89233,98.425,17.075,0.4152803,obs
2004-07-01 00:00:00,427.033,95.458,5.533,0.40871462,obs
2004-07-01 00:30:00,424.48334,73.875,-4.888,0.3424583,obs
2004-07-01 01:00:00,424.90833,61.431,0.807,0.23162317,obs
2004-07-01 01:30:00,424.746,58.534,-2.041,0.2306056,obs
2004-07-01 02:00:00,423.74335,74.907,-0.98,0.3056767,obs
2004-07-01 02:30:00,422.19934,70.632,12.988,0.25459647,obs
2004-07-01 03:00:00,419.03134,73.66,4.161,0.2892225,obs
2004-07-01 03:30:00,416.45468,79.066,4.622,0.26039726,obs
2004-07-01 04:00:00,413.79367,81.579,35.922,0.21939404,obs
2004-07-01 04:30:00,410.267,70.556,-2.184,0.17429367,obs
2004-07-01 05:00:00,412.79868,71.309,-0.97,0.16157499,obs
2004-07-01 05:30:00,414.39435,78.394,3.215,0.15082864,obs
2004-07-01 06:00:00,416.295,89.805,7.518,0.16231826,obs
2004-07-01 06:30:00,417.073,78.892,7.925,0.18338725,obs
2004-07-01 07:00:00,417.47733,88.261,17.865,0.1718709,obs
2004-07-01 07:30:00,418.84332,98.758,5.004,0.12648205,obs
2004-07-01 08:00:00,423.05634,117.637,7.716,0.08641852,obs
2004-07-01 08:30:00,432.35034,144.08,15.949,0.12725388,obs
2004-07-01 09:00:00,441.23267,182.084,-12.805,0.12742205,obs
2004-07-01 09:30:00,451.85165,198.149,9.541,0.0977411,obs
2004-07-01 10:00:00,478.645,208.601,42.995,0.0686473,obs
2004-07-01 10:30:00,487.09235,289.348,,0.072183445,obs
2004-07-01 11:00:00,486.68765,291.08,55.108,0.114383675,obs
2004-07-01 11:30:00,489.96432,188.614,26.405,0.10487859,obs
2004-07-01 12:00:00,487.93735,220.736,7.344,0.24741183,obs
2004-07-01 12:30:00,506.16034,317.89,19.682,0.21551615,obs
2004-07-01 13:00:00,477.40933,240.137,42.225,0.24155013,obs
2004-07-01 13:30:00,482.58734,170.461,31.454,0.15012519,obs
2004-07-01 14:00:00,484.78,186.876,35.672,0.10772301,obs
2004-07-01 14:30:00,479.488,178.546,16.701,0.14119226,obs
2004-07-01 15:00:00,481.78568,176.849,19.074,0.16944657,obs
2004-07-01 15:30:00,466.666,117.036,26.048,0.18080772,obs
2004-07-01 16:00:00,461.75867,146.189,2.17,0.24396338,obs
2004-07-01 16:30:00,458.63135,98.669,10.754,0.20488654,obs
2004-07-01 17:00:00,458.21667,101.38,10.661,0.20244354,obs
2004-07-01 17:30:00,457.952,120.559,30.758,0.24668925,obs
2004-07-01 18:00:00,453.08368,106.137,28.581,0.28816685,obs
2004-07-01 18:30:00,447.89767,104.57,32.56,0.3877093,obs
2004-07-01 19:00:00,442.43033,76.094,11.182,0.3528487,obs
2004-07-01 19:30:00,437.67065,65.973,2.194,0.31147212,obs
2004-07-01 20:00:00,433.33932,71.841,11.367,0.36629093,obs
2004-07-01 20:30:00,430.83234,65.519,12.775,0.43388978,obs
2004-07-01 21:00:00,429.73367,52.375,20.447,0.3227849,obs
2004-07-01 21:30:00,428.77267,47.428,61.664,0.22722152,obs
2004-07-01 22:00:00,426.81732,46.395,11.609,0.23222056,obs
2004-07-01 22:30:00,424.27667,49.977,13.166,0.3501538,obs
2004-07-01 23:00:00,422.024,59.285,8.887,0.38833132,obs
2004-07-01 23:30:00,418.155,61.197,20.761,0.39672554,obs
2004-07-02 00:00:00,414.35266,51.25,15.677,0.37802616,obs
2004-07-02 00:30:00,407.18866,53.187,11.461,0.3597315,obs
2004-07-02 01:00:00,404.31833,51.621,6.834,0.23092522,obs
2004-07-02 01:30:00,402.70435,51.36,7.76,0.17903374,obs
2004-07-02 02:00:00,400.31134,46.095,-0.02,0.21074328,obs
2004-07-02 02:30:00,400.19,44.822,3.496,0.12590094,obs
2004-07-02 03:00:00,398.768,32.632,0.943,0.13561402,obs
2004-07-02 03:30:00,393.53333,47.82,3.24,0.13081981,obs
2004-07-02 04:00:00,392.12167,47.26,5.092,0.09784924,obs
2004-07-02 04:30:00,390.78833,54.563,3.914,0.091112256,obs
2004-07-02 05:00:00,395.21268,57.578,6.587,0.10819849,obs
2004-07-02 05:30:00,396.292,58.876,8.142,0.08260404,obs
2004-07-02 06:00:00,398.97733,112.038,9.493,0.18907884,obs
2004-07-02 06:30:00,408.516,102.801,6.746,0.17847349,obs
2004-07-02 07:00:00,415.13568,112.636,8.691,0.21143754,obs
2004-07-02 07:30:00,427.233,183.769,7.96,0.1753628,obs
2004-07-02 08:00:00,430.27832,148.529,21.553,0.11299975,obs
2004-07-02 08:30:00,438.16666,157.8,21.867,0.17244181,obs
2004-07-02 09:00:00,449.55667,202.701,35.209,0.15728354,obs
2004-07-02 09:30:00,453.21432,247.384,55.258,0.2549392,obs
2004-07-02 10:00:00,449.04266,152.048,40.586,0.2587902,obs
2004-07-02 10:30:00,459.52634,166.481,40.122,0.13291036,obs
2004-07-02 11:00:00,471.79868,207.354,36.962,0.12782873,obs
2004-07-02 11:30:00,477.42233,202.091,-2.334,0.28086835,obs
2004-07-02 12:00:00,490.175,241.04,55.89,0.17718779,obs
2004-07-02 12:30:00,491.22632,249.993,44.5,0.15663712,obs
2004-07-02 13:00:00,501.79733,237.479,45.331,0.23029053,obs
2004-07-02 13:30:00,493.06567,237.925,66.973,0.16053717,obs
2004-07-02 14:00:00,497.952,270.892,68.453,0.29925337,obs
2004-07-02 14:30:00,495.21,274.199,51.353,0.36921787,obs
2004-07-02 15:00:00,484.935,191.469,31.585,0.32637492,obs
2004-07-02 15:30:00,469.591,108.265,20.156,0.20464066,obs
2004-07-02 16:00:00,474.429,138.194,24.347,0.21152075,obs
2004-07-02 16:30:00,480.808,172.186,40.573,0.33742034,obs
2004-07-02 17:00:00,470.318,157.056,30.948,0.36232942,obs
2004-07-02 17:30:00,460.263,86.472,17.105,0.26597154,obs
2004-07-02 18:00:00,452.98334,83.474,15.322,0.24908873,obs
2004-07-02 18:30:00,449.46533,78.601,26.64,0.3694949,obs
2004-07-02 19:00:00,441.94434,62.453,16.626,0.25622043,obs
2004-07-02 19:30:00,435.695,38.057,21.141,0.14357467,obs
2004-07-02 20:00:00,430.416,33.316,3.614,0.15821548,obs
2004-07-02 20:30:00,426.303,22.265,1.109,0.13028185,obs
2004-07-02 21:00:00,422.10233,23.968,-4.404,0.14760776,obs
2004-07-02 21:30:00,417.939,27.182,4.495,0.22105987,obs
2004-07-02 22:00:00,415.25034,27.577,10.824,0.22069152,obs
2004-07-02 22:30:00,411.937,29.48,15.094,0.18763655,obs
2004-07-02 23:00:00,409.071,29.77,20.136,0.2083343,obs
2004-07-02 23:30:00,406.927,29.362,20.109,0.13621345,obs
2004-07-03 00:00:00,406.47665,33.05,12.025,0.14218348,obs
2004-07-03 00:30:00,405.22934,26.012,6.858,0.08778588,obs
2004-07-03 01:00:00,402.74268,24.817,6.966,0.106915586,obs
2004-07-03 01:30:00,401.00266,22.317,4.221,0.058437865,obs
2004-07-03 02:00:00,399.83932,47.077,5.776,0.1189273,obs
2004-07-03 02:30:00,398.51834,46.493,3.12,0.05493357,obs
2004-07-03 03:00:00,397.29068,41.343,7.86,0.061877098,obs
2004-07-03 03:30:00,395.479,47.906,9.451,0.10536873,obs
2004-07-03 04:00:00,393.09167,37.043,15.074,0.06824783,obs
2004-07-03 04:30:00,391.60132,28.574,12.39,0.04741984,obs
2004-07-03 05:00:00,391.51266,36.072,11.481,0.0534708,obs
2004-07-03 05:30:00,392.86234,14.588,5.689,0.030695967,obs
2004-07-03 06:00:00,397.43268,46.747,9.235,0.05305334,obs
2004-07-03 06:30:00,405.019,89.242,24.436,0.074470796,obs
2004-07-03 07:00:00,414.04868,101.335,23.331,0.06825916,obs
2004-07-03 07:30:00,424.52133,133.606,22.371,0.0832727,obs
2004-07-03 08:00:00,433.84433,141.805,30.883,0.11394349,obs
2004-07-03 08:30:00,445.95367,281.593,56.757,0.18279876,obs
2004-07-03 09:00:00,457.354,216.912,56.501,0.17165259,obs
2004-07-03 09:30:00,470.738,284.197,-4.622,0.13774553,obs
2004-07-03 10:00:00,480.966,264.354,10.451,0.08870018,obs
2004-07-03 10:30:00,491.057,306.114,16.672,0.12953441,obs
2004-07-03 11:00:00,490.33032,272.544,32.785,0.12588966,obs
2004-07-03 11:30:00,501.72232,272.669,54.773,0.079067215,obs
2004-07-03 12:00:00,502.42368,446.741,63.882,0.2243036,obs
2004-07-03 12:30:00,511.15167,285.99,49.894,0.1719808,obs
2004-07-03 13:00:00,515.4687,452.319,48.858,0.31053302,obs
2004-07-03 13:30:00,517.22266,448.257,44.473,0.016326794,obs
2004-07-03 14:00:00,516.4473,396.912,45.302,0.1665104,obs
2004-07-03 14:30:00,513.886,277.952,29.532,0.25414538,obs
2004-07-03 15:00:00,510.04666,262.575,32.723,0.16224754,obs
2004-07-03 15:30:00,503.36533,281.041,37.829,0.13228492,obs
2004-07-03 16:00:00,497.939,282.576,32.094,0.12584156,obs
2004-07-03 16:30:00,488.57666,162.37,24.506,0.059606407,obs
2004-07-03 17:00:00,481.335,193.714,26.952,0.17554164,obs
2004-07-03 17:30:00,472.048,148.215,26.777,0.20092605,obs
2004-07-03 18:00:00,463.12268,107.538,22.897,0.08040252,obs
2004-07-03 18:30:00,454.624,70.519,18.854,0.14059687,obs
2004-07-03 19:00:00,447.144,62.578,14.449,0.12912837,obs
2004-07-03 19:30:00,440.399,36.309,0.112,0.13971794,obs
2004-07-03 20:00:00,435.313,29.575,14.578,0.11115062,obs
2004-07-03 20:30:00,431.377,21.959,13.727,0.086957455,obs
2004-07-03 21:00:00,428.808,21.837,15.031,0.06765664,obs
2004-07-03 21:30:00,426.224,14.39,11.546,0.039917838,obs
2004-07-03 22:00:00,424.00867,6.053,15.707,0.04438268,obs
2004-07-03 22:30:00,422.511,67.976,20.358,0.06063517,obs
2004-07-03 23:00:00,418.28967,-1.512,5.372,0.0051782853,obs
2004-07-03 23:30:00,415.43967,0.939,14.002,0.013362776,obs
2004-07-04 00:00:00,412.41135,11.258,6.091,0.012313319,obs
2004-06-27 00:30:00,442.18466,24.095913,6.5777903,0.038253333,0.05
2004-06-27 01:00:00,438.62607,24.511549,5.1279163,0.050777666,0.05
2004-06-27 01:30:00,435.94534,32.628117,3.4469917,0.1045173,0.05
2004-06-27 02:00:00,431.89618,46.403816,1.3970147,0.12783569,0.05
2004-06-27 02:30:00,428.5272,51.4686,1.4412565,0.11660142,0.05
2004-06-27 03:00:00,425.61514,47.468525,1.0237294,0.09979034,0.05
2004-06-27 03:30:00,423.64624,45.73136,0.8314901,0.09791817,0.05
2004-06-27 04:00:00,421.3162,44.92157,0.63743716,0.09227094,0.05
2004-06-27 04:30:00,420.25522,43.536232,0.47492644,0.08261174,0.05
2004-06-27 05:00:00,420.97382,49.674934,0.4120752,0.09655434,0.05
2004-06-27 05:30:00,426.00516,53.32384,0.7234727,0.072967835,0.05
2004-06-27 06:00:00,434.608,68.46782,1.633843,0.069019035,0.05
2004-06-27 06:30:00,445.68082,88.11521,2.5725985,0.08080667,0.05
2004-06-27 07:00:00,461.17603,108.174446,4.5737624,0.06391335,0.05
2004-06-27 07:30:00,472.4402,129.41388,6.038642,0.08446229,0.05
2004-06-27 08:00:00,499.88065,169.10391,9.758999,0.05802528,0.05
2004-06-27 08:30:00,515.19476,198.15898,12.123032,0.070816286,0.05
2004-06-27 09:00:00,533.70044,223.79645,14.273271,0.06626847,0.05
2004-06-27 09:30:00,552.37976,247.1152,16.825146,0.064752474,0.05
2004-06-27 10:00:00,571.5833,266.69058,19.928862,0.05104356,0.05
2004-06-27 10:30:00,587.1223,292.25024,24.378899,0.060767177,0.05
2004-06-27 11:00:00,604.509,301.14737,28.419582,0.04541694,0.05
2004-06-27 11:30:00,615.15717,320.43164,32.495884,0.05979435,0.05
2004-06-27 12:00:00,624.6751,331.97458,36.123215,0.07665808,0.05
2004-06-27 12:30:00,629.0484,340.37567,38.395298,0.09502378,0.05
2004-06-27 13:00:00,632.60693,338.4718,38.074997,0.0844447,0.05
2004-06-27 13:30:00,631.24475,337.32373,37.48149,0.103982456,0.05
2004-06-27 14:00:00,630.3274,324.09702,35.132095,0.08187933,0.05
2004-06-27 14:30:00,621.44775,314.79504,33.052895,0.105146155,0.05
2004-06-27 15:00:00,612.34467,296.62677,29.930582,0.10573879,0.05
2004-06-27 15:30:00,603.8837,264.57504,26.369741,0.07740551,0.05
2004-06-27 16:00:00,587.8015,249.57703,23.981993,0.117147855,0.05
2004-06-27 16:30:00,572.4293,222.70657,22.272682,0.13276157,0.05
2004-06-27 17:00:00,553.6538,195.0263,20.636187,0.1628054,0.05
2004-06-27 17:30:00,537.11993,162.74408,18.775763,0.16134591,0.05
2004-06-27 18:00:00,516.9401,128.52708,17.166302,0.1843532,0.05
2004-06-27 18:30:00,508.76392,112.27032,16.846838,0.18258953,0.05
2004-06-27 19:00:00,495.7242,95.498474,15.663244,0.2252715,0.05
2004-06-27 19:30:00,482.95605,72.84358,14.194976,0.206278,0.05
2004-06-27 20:00:00,473.59076,58.449844,12.758538,0.17235975,0.05
2004-06-27 20:30:00,467.38104,51.267014,11.804448,0.12080538,0.05
2004-06-27 21:00:00,461.0659,49.511375,11.447523,0.14968525,0.05
2004-06-27 21:30:00,456.86462,48.558907,10.54466,0.16528079,0.05
2004-06-27 22:00:00,452.89313,45.551353,8.8492565,0.14231686,0.05
2004-06-27 22:30:00,450.5974,40.835308,7.774225,0.09394615,0.05
2004-06-27 23:00:00,448.7659,40.07118,7.053069,0.082506254,0.05
2004-06-27 23:30:00,445.59412,37.984173,6.3167768,0.07426469,0.05
2004-06-28 00:00:00,443.37338,38.071968,5.659977,0.05927372,0.05
2004-06-28 00:30:00,446.2237,44.61491,5.803453,0.05990804,0.05
2004-06-28 01:00:00,447.26675,42.82483,5.191379,0.067836136,0.05
2004-06-28 01:30:00,445.80576,40.9881,5.2068396,0.081716456,0.05
2004-06-28 02:00:00,444.20047,37.874336,4.7516184,0.06718182,0.05
2004-06-28 02:30:00,442.85416,37.141335,4.3393345,0.06800937,0.05
2004-06-28 03:00:00,440.65976,38.063343,3.3852859,0.06693483,0.05
2004-06-28 03:30:00,441.42923,37.40708,3.360673,0.0529736,0.05
2004-06-28 04:00:00,440.66833,38.765545,3.1740074,0.068167195,0.05
2004-06-28 04:30:00,439.27707,45.003014,3.8339536,0.10483199,0.05
2004-06-28 05:00:00,439.40747,49.90168,4.2469773,0.10486709,0.05
2004-06-28 05:30:00,438.29895,48.659668,4.3329916,0.09752126,0.05
2004-06-28 06:00:00,438.76035,55.22303,4.538722,0.09169629,0.05
